Unique_ID,MORTGAGE NUMBER,PROPERTY VALUE,MORTGAGE PAYMENT,GDS,LTV,TDS,AMORTIZATION,MORTGAGE AMOUNT,RATE,TERM,FSA,INCOME,CREDIT SCORE,RESULT,MORTGAGE PURPOSE_Purchase,MORTGAGE PURPOSE_Refinance,PAYMENT FREQUENCY_Bi-Weekly,PAYMENT FREQUENCY_Bi-Weekly Accelerated,PAYMENT FREQUENCY_Monthly,PAYMENT FREQUENCY_Semi-Monthly,PAYMENT FREQUENCY_Weekly,PAYMENT FREQUENCY_Weekly Accelerated,PROPERTY TYPE_Duplex,PROPERTY TYPE_Fourplex,PROPERTY TYPE_High Rise,PROPERTY TYPE_Semi-Detached,PROPERTY TYPE_Single Detached,PROPERTY TYPE_Townhouse Condominium,PROPERTY TYPE_Townhouse Freehold,PROPERTY TYPE_Triplex,AGE RANGE_25-29,AGE RANGE_30-34,AGE RANGE_35-39,AGE RANGE_40-44,AGE RANGE_45-49,AGE RANGE_50-54,AGE RANGE_55-59,AGE RANGE_60-64,AGE RANGE_65-69,AGE RANGE_70 and over,AGE RANGE_Under 25,GENDER_Female,GENDER_Male,GENDER_Unknown,INCOME TYPE_-1,INCOME TYPE_1,INCOME TYPE_2,INCOME TYPE_3,INCOME TYPE_4,INCOME TYPE_5,INCOME TYPE_6,INCOME TYPE_7,INCOME TYPE_8,INCOME TYPE_9,INCOME TYPE_10,INCOME TYPE_11,INCOME TYPE_12,INCOME TYPE_13,INCOME TYPE_14,INCOME TYPE_15,INCOME TYPE_16,INCOME TYPE_17,INCOME TYPE_18,INCOME TYPE_19,INCOME TYPE_20,NAICS CODE_11,NAICS CODE_22,NAICS CODE_23,NAICS CODE_31-33,NAICS CODE_42,NAICS CODE_44-45,NAICS CODE_48-49,NAICS CODE_51,NAICS CODE_52,NAICS CODE_53,NAICS CODE_54,NAICS CODE_55,NAICS CODE_56,NAICS CODE_61,NAICS CODE_62,NAICS CODE_71,NAICS CODE_72,NAICS CODE_81,NAICS CODE_92,FSA_nums,FSA_PROPERTY VALUE_min,FSA_PROPERTY VALUE_max,FSA_PROPERTY VALUE_mean,FSA_PROPERTY VALUE_sum,FSA_PROPERTY VALUE_median,FSA_MORTGAGE PAYMENT_min,FSA_MORTGAGE PAYMENT_max,FSA_MORTGAGE PAYMENT_mean,FSA_MORTGAGE PAYMENT_sum,FSA_MORTGAGE PAYMENT_median,FSA_GDS_min,FSA_GDS_max,FSA_GDS_mean,FSA_GDS_sum,FSA_GDS_median,FSA_LTV_min,FSA_LTV_max,FSA_LTV_mean,FSA_LTV_sum,FSA_LTV_median,FSA_TDS_min,FSA_TDS_max,FSA_TDS_mean,FSA_TDS_sum,FSA_TDS_median,FSA_AMORTIZATION_min,FSA_AMORTIZATION_max,FSA_AMORTIZATION_mean,FSA_AMORTIZATION_sum,FSA_AMORTIZATION_median,FSA_MORTGAGE AMOUNT_min,FSA_MORTGAGE AMOUNT_max,FSA_MORTGAGE AMOUNT_mean,FSA_MORTGAGE AMOUNT_sum,FSA_MORTGAGE AMOUNT_median,FSA_RATE_min,FSA_RATE_max,FSA_RATE_mean,FSA_RATE_sum,FSA_RATE_median,FSA_TERM_min,FSA_TERM_max,FSA_TERM_mean,FSA_TERM_sum,FSA_TERM_median,FSA_INCOME_min,FSA_INCOME_max,FSA_INCOME_mean,FSA_INCOME_sum,FSA_INCOME_median,FSA_CREDIT SCORE_min,FSA_CREDIT SCORE_max,FSA_CREDIT SCORE_mean,FSA_CREDIT SCORE_sum,FSA_CREDIT SCORE_median
CAX_Train_51,51,420000,1697,26.04,75.0,33.29,360,336000.0,4.0,24,L5E,95000,700,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69,245000,2200000,672347.8260869565,46392000,600000,556,5647,2745.1884057971015,189418,2599.0,1.01,167.59,28.85594202898551,1991.0600000000002,28.85,23.026,80.0,69.72621739130435,4811.1089999999995,75.0,15.22,167.59,39.251304347826085,2708.3399999999997,37.55,300,360,358.2608695652174,24720,360,191750.0,990000.0,485387.0,33491703.0,455000.0,3.5,6.0,4.655797101449275,321.25,4.5,6,36,15.217391304347826,1050,12,4000,860000,163057.97101449277,11251000,125000,0,831,660.6811594202899,45587,679.0
CAX_Train_52,52,185000,812,23.54,70.0,23.77,360,129842.99,4.5,12,M2J,52000,724,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,230,165000,9750000,572286.9565217391,131626000,393500,548,8335,2154.608695652174,495560,1683.5,0.0,203.43,24.439956521739113,5621.189999999996,26.355,20.0,80.0,71.90164347826087,16537.378,75.0,0.0,203.43,37.19321739130435,8554.44,37.605000000000004,300,360,358.69565217391306,82500,360,105000.0,1425000.0,393550.6664782608,90516653.28999999,287030.1,3.5,7.0,4.515217391304348,1038.5,4.5,6,36,14.217391304347826,3270,12,26000,558000,115686.95652173914,26608000,90000,0,882,694.9043478260869,159828,706.5
CAX_Train_53,53,525000,1926,32.62,59.81,39.27,360,320000.0,4.5,36,L6S,75000,598,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,453,112000,950000,446836.64459161146,202417000,425000,394,4264,1996.0596026490066,904215,1948.0,0.78,83.32,30.88004415011036,13988.659999999994,32.22,20.63,80.0,72.83405298013236,32993.82599999996,76.35,6.58,83.32,37.60324503311261,17034.27000000001,38.06,180,360,357.35099337748346,161880,360,90000.0,760000.0,346622.79534216336,157020126.29,340000.0,3.5,10.0,4.600441501103753,2084.0,4.5,6,60,15.165562913907285,6870,12,9000,631000,91344.37086092716,41379000,80000,0,873,639.4128035320089,289654,650.0
CAX_Train_54,54,608000,4729,43.17,65.84,54.32,360,823000.0,4.75,12,L5W,134000,710,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,137,305000,2675000,708328.4671532847,97041000,630000,754,11008,3007.5109489051097,412029,2817.0,2.89,202.65,33.011167883211684,4522.530000000001,32.42,9.59,80.0,74.25668613138686,10173.166,79.4,18.94,235.81,39.72379562043794,5442.159999999998,37.85,300,360,359.1240875912409,49200,360,70000.0,2025000.0,541907.7357664233,74241359.8,486392.0,2.5,6.0,4.437956204379562,608.0,4.5,6,60,14.802919708029197,2028,12,25000,598000,129277.37226277373,17711000,108000,0,872,672.9197080291971,92190,680.0
CAX_Train_55,55,832000,3448,20.28,79.98,41.75,360,665000.0,4.0,12,M2M,210000,700,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,211,207000,4000000,1043213.2701421801,220118000,902000,563,13744,4206.777251184834,887630,3812.0,0.0,55.64,28.50952606635073,6015.510000000004,31.2,16.88,80.0,72.15025592417065,15223.704000000007,75.0,0.0,67.2,37.69241706161135,7953.099999999995,38.35,300,360,358.86255924170615,75720,360,90000.0,3000000.0,776330.5369668247,163805743.3,720000.0,3.25,8.0,4.501184834123222,949.75,4.5,6,60,14.274881516587678,3012,12,11000,850000,199331.75355450236,42059000,180000,0,861,695.7014218009479,146793,712.0
CAX_Train_56,56,260000,1070,51.98,48.41,51.98,360,167000.0,4.5,12,L6S,28000,659,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,453,112000,950000,446836.64459161146,202417000,425000,394,4264,1996.0596026490066,904215,1948.0,0.78,83.32,30.88004415011036,13988.659999999994,32.22,20.63,80.0,72.83405298013236,32993.82599999996,76.35,6.58,83.32,37.60324503311261,17034.27000000001,38.06,180,360,357.35099337748346,161880,360,90000.0,760000.0,346622.79534216336,157020126.29,340000.0,3.5,10.0,4.600441501103753,2084.0,4.5,6,60,15.165562913907285,6870,12,9000,631000,91344.37086092716,41379000,80000,0,873,639.4128035320089,289654,650.0
CAX_Train_57,57,108000,484,3.92,65.0,24.6,360,70200.0,4.5,12,N4T,60000,718,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43,108000,680000,372953.488372093,16037000,364000,484,3140,1786.7441860465117,76830,1796.0,0.8,48.51,25.54488372093024,1098.4300000000003,25.8,38.83,80.0,72.61497674418605,3122.444,75.0,24.6,55.33,38.10860465116278,1638.6699999999994,38.05,300,360,357.2093023255814,15360,360,70200.0,544000.0,286950.5837209302,12338875.1,284000.0,3.5,7.0,4.6395348837209305,199.5,4.5,6,36,14.093023255813954,606,12,27000,256000,104720.93023255814,4503000,95000,0,819,624.1627906976744,26839,688.0
CAX_Train_58,58,300000,1603,41.14,64.93,41.14,300,250000.0,4.5,12,L8R,59000,662,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,125000,530000,268333.3333333333,4830000,235000,537,2095,1159.5555555555557,20872,1010.0,0.26,54.2,20.263888888888886,364.74999999999994,15.620000000000001,40.32,80.0,62.945000000000014,1133.0100000000002,65.0,6.25,146.05,40.933888888888895,736.8100000000001,38.54,300,360,353.3333333333333,6360,360,81250.0,356000.0,193833.33333333334,3489000.0,185000.0,3.75,5.5,4.777777777777778,86.0,5.0,12,24,13.333333333333334,240,12,24000,313000,94666.66666666667,1704000,64000,480,805,645.1666666666666,11613,664.5
CAX_Train_59,59,435000,1766,14.83,75.0,16.4,360,326250.0,4.0,12,L4P,267000,676,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,163000,1198000,449599.20634920633,113299000,415000,379,4763,1893.2896825396826,477109,1819.0,-1.66,85.46,26.95785714285716,6793.380000000005,27.435000000000002,17.55,80.0,70.65483333333331,17805.017999999996,75.0,0.0,127.8,37.342857142857156,9410.400000000003,37.035,240,360,354.2857142857143,89280,360,50000.0,778375.0,338803.38801587303,85378453.78,327125.0,3.5,7.0,4.538690476190476,1143.75,4.5,6,60,16.642857142857142,4194,12,11000,815000,103968.25396825396,26200000,91500,0,866,668.5119047619048,168465,681.5
CAX_Train_60,60,325000,1359,27.12,65.0,51.14,360,211250.0,5.5,12,V2X,76000,516,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66,135000,1313000,549666.6666666666,36278000,495000,507,5291,2026.1818181818182,133728,1849.5,-0.01,82.53,30.90818181818182,2039.94,30.955,26.0,80.0,64.6175909090909,4264.760999999999,65.0,18.93,93.26,39.845606060606066,2629.8100000000004,39.519999999999996,300,360,357.27272727272725,23580,360,70000.0,1024800.0,366406.63833333337,24182838.130000003,339425.0,4.0,6.0,4.825757575757576,318.5,4.625,12,36,15.818181818181818,1044,12,15000,306000,94878.78787878787,6262000,91500,0,855,645.3939393939394,42596,663.5
CAX_Train_61,61,390000,1833,6.76,75.0,34.58,360,292500.0,4.75,12,L7A,135000,637,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1195,227000,3620000,545453.5564853556,651817000,515000,337,5656,2437.2753138075313,2912544,2387.0,0.0,113.83,31.569238493723823,37725.23999999997,32.63,19.35,80.0,75.08889288702935,89731.22700000007,80.0,0.0,115.43,38.73461087866107,46287.85999999998,39.15,120,360,358.1422594142259,427980,360,45000.0,960000.0,428097.49023430946,511576500.8299998,416000.0,3.5,10.0,4.53744769874477,5422.25,4.5,6,60,14.540585774058577,17376,12,9000,700000,109199.16317991632,130493000,97000,0,885,650.7531380753138,777650,661.0
CAX_Train_62,62,590000,1868,34.33,63.22,41.69,360,373000.0,4.5,12,L5L,79000,659,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,270000,3100000,611531.0344827586,88672000,560000,652,16174,2585.6758620689657,374923,2368.0,0.0,57.24,30.48172413793105,4419.850000000002,31.27,13.16,80.0,70.75390344827588,10259.316000000003,75.91,0.0,75.87,37.35999999999999,5417.199999999999,37.2,300,360,357.51724137931035,51840,360,85000.0,2640000.0,467667.72324137937,67811819.87,423750.0,3.25,7.0,4.456896551724138,646.25,4.5,6,60,16.055172413793102,2328,12,10000,800000,122634.4827586207,17782000,100000,0,864,667.5241379310345,96791,670.0
CAX_Train_63,63,345000,1362,38.31,67.64699999999999,38.31,360,225000.0,4.5,12,T5Y,46000,572,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,161000,570000,394187.5,6307000,376500,713,2756,1743.6875,27899,1656.0,0.0,38.31,21.426249999999996,342.81999999999994,24.325,52.45,80.0,72.2516875,1156.027,72.965,0.0,47.69,33.536875,536.59,36.57,300,360,352.5,5640,360,114531.96,513000.0,309693.56,4955096.96,306975.0,4.0,5.5,4.6875,75.0,4.5,12,24,13.5,216,12,33000,180000,92500.0,1480000,83000,0,795,654.9375,10479,680.5
CAX_Train_64,64,325000,1867,27.54,74.04,43.92,300,288750.0,5.0,60,T1Y,91000,610,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,236000,473000,363000.0,17787000,365000,612,2138,1459.938775510204,71537,1506.0,1.13,108.87,26.580408163265307,1302.44,26.54,28.57,80.0,68.43391836734695,3353.262,75.0,10.65,114.04,36.69693877551021,1798.1500000000003,34.3,300,360,355.1020408163265,17400,360,100000.0,360000.0,258821.42857142858,12682250.0,260500.0,4.0,7.0,4.913265306122449,240.75,5.0,12,60,15.918367346938776,780,12,28000,225000,82632.6530612245,4049000,65000,549,794,663.2448979591836,32499,660.0
CAX_Train_65,65,265000,1256,16.78,75.0,17.03,360,180000.0,4.75,24,E1B,97000,649,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,111000,265000,165578.94736842104,3146000,155000,397,1256,765.7894736842105,14550,753.0,10.88,39.89,25.75473684210526,489.3399999999999,26.77,32.47,80.0,70.44463157894737,1338.4479999999999,74.194,17.03,44.06,33.99157894736842,645.8399999999999,36.05,120,360,306.3157894736842,5820,300,50000.0,180000.0,118322.36842105263,2248125.0,120000.0,3.75,6.0,5.0131578947368425,95.25,5.0,12,36,15.157894736842104,288,12,27000,116000,52105.26315789474,990000,42000,534,816,640.421052631579,12168,640.0
CAX_Train_66,66,455000,2410,149.07,62.0,156.66,360,487500.0,4.75,12,L5M,24000,677,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,461,215000,1900000,636887.2017353579,293605000,585000,450,8495,2677.6117136659436,1234379,2498.0,-2.66,1080756.3,2374.590585683298,1094686.2600000002,31.47,12.5,80.0,72.60660954446855,33471.647000000004,79.12,0.0,1080756.3,2382.5631453362207,1098361.6099999978,38.04,300,360,358.30802603036875,165180,360,15000.0,1400000.0,485040.8189804772,223603817.55,459200.0,3.5,7.0,4.49295010845987,2071.25,4.5,6,60,14.941431670281995,6888,12,9000,2234000,130965.2928416486,60375000,109000,0,874,670.7266811279826,309205,690.0
CAX_Train_67,67,582000,3093,40.81,72.12,40.81,360,508500.0,5.0,12,L4E,77000,479,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,486,182000,4000000,914831.2757201646,444608000,775500,228,17875,3860.633744855967,1876268,3282.0,0.0,103.68,29.70917695473252,14438.660000000005,31.025,11.114,80.0,73.32159053497942,35634.293,79.905,0.0,134.07,38.79448559670781,18854.119999999995,38.815,300,360,359.25925925925924,174600,360,40000.0,3150000.0,703226.6705555554,341768161.8899999,601596.0,3.5,9.0,4.470679012345679,2172.75,4.25,6,36,14.333333333333334,6966,12,19000,1125000,182242.79835390946,88570000,142000,0,880,691.9609053497942,336293,697.0
CAX_Train_68,68,400000,1017,33.04,36.585,45.9,360,185000.0,4.5,12,N1R,45000,633,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,135000,1050000,344850.0,34485000,300000,435,4639,1498.59,149859,1333.5,1.03,46.62,26.764100000000006,2676.4100000000008,28.475,36.585,80.0,70.4152,7041.5199999999995,75.0,9.02,69.51,37.284,3728.3999999999996,38.025,300,360,355.2,35520,360,94500.0,720000.0,252842.9275,25284292.75,233000.0,3.5,10.0,4.7575,475.75,4.75,12,36,15.84,1584,12,22000,250000,83040.0,8304000,71000,0,820,637.09,63709,652.5
CAX_Train_69,69,480000,2345,21.89,80.0,32.33,360,384004.0,4.25,12,J7C,134000,715,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,194000,850000,384580.6451612903,11922000,350000,769,4358,1789.6129032258063,55478,1591.0,7.98,37.47,25.489677419354845,790.1800000000002,26.34,41.5,80.0,72.03861290322583,2233.1970000000006,75.0,17.17,45.98,36.65290322580645,1136.2399999999998,37.83,300,360,336.7741935483871,10440,360,100000.0,680000.0,282001.9032258064,8742059.0,232000.0,3.5,6.0,4.645161290322581,144.0,4.5,12,36,15.483870967741936,480,12,36000,275000,99903.2258064516,3097000,85000,0,882,644.0,19964,651.0
CAX_Train_70,70,500000,1977,26.59,75.0,50.7,360,375000.0,5.0,12,M2J,106000,835,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,230,165000,9750000,572286.9565217391,131626000,393500,548,8335,2154.608695652174,495560,1683.5,0.0,203.43,24.439956521739113,5621.189999999996,26.355,20.0,80.0,71.90164347826087,16537.378,75.0,0.0,203.43,37.19321739130435,8554.44,37.605000000000004,300,360,358.69565217391306,82500,360,105000.0,1425000.0,393550.6664782608,90516653.28999999,287030.1,3.5,7.0,4.515217391304348,1038.5,4.5,6,36,14.217391304347826,3270,12,26000,558000,115686.95652173914,26608000,90000,0,882,694.9043478260869,159828,706.5
CAX_Train_71,71,680000,1740,32.47,44.12,39.98,360,300000.0,3.5,12,L5L,68000,782,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,145,270000,3100000,611531.0344827586,88672000,560000,652,16174,2585.6758620689657,374923,2368.0,0.0,57.24,30.48172413793105,4419.850000000002,31.27,13.16,80.0,70.75390344827588,10259.316000000003,75.91,0.0,75.87,37.35999999999999,5417.199999999999,37.2,300,360,357.51724137931035,51840,360,85000.0,2640000.0,467667.72324137937,67811819.87,423750.0,3.25,7.0,4.456896551724138,646.25,4.5,6,60,16.055172413793102,2328,12,10000,800000,122634.4827586207,17782000,100000,0,864,667.5241379310345,96791,670.0
CAX_Train_72,72,945000,4176,38.45,75.0,38.45,360,776000.0,4.75,12,L3R,135000,547,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,205000,2600000,737023.8726790451,277858000,685000,594,9496,2993.9098143236074,1128704,2755.0,0.0,194.51,28.940583554376662,10910.600000000002,30.27,9.76,80.0,72.84129442970821,27461.167999999998,75.0,0.0,255.42,37.60185676392573,14175.900000000001,37.83,300,360,358.8859416445623,135300,360,90000.0,1616000.0,551326.0174270556,207849908.57,512000.0,3.5,6.0,4.388594164456234,1654.5,4.25,6,60,15.294429708222811,5766,12,18000,1450000,140957.5596816976,53141000,118000,0,874,686.3925729442971,258770,714.0
CAX_Train_73,73,545000,2337,26.03,75.0,38.41,360,436000.0,4.75,12,M6C,150000,683,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,251000,3600000,807125.0,58113000,631500,1043,16485,3074.6111111111113,221372,2496.5,0.56,69.83,29.893194444444443,2152.31,32.07,27.94,80.0,68.79581944444446,4953.299000000001,72.791,2.48,84.46,38.76263888888889,2790.91,39.989999999999995,300,360,359.1666666666667,25860,360,163150.0,2500000.0,558069.6620833334,40181015.67,470750.0,3.5,9.0,4.729166666666667,340.5,4.75,6,36,16.083333333333332,1158,12,14000,768000,142305.55555555556,10246000,99500,0,852,688.4166666666666,49566,703.0
CAX_Train_74,74,250000,1174,0.0,65.0,0.0,360,175000.0,6.0,12,L0G,100000,459,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,294,175000,3400000,691350.3401360544,203257000,612500,374,10783,2678.309523809524,787423,2412.5,0.0,532.09,31.098299319727907,9142.900000000005,29.945,14.88,80.0,67.78721428571431,19929.441000000006,71.73,0.0,732.89,41.30534013605438,12143.76999999999,39.07,300,360,358.57142857142856,105420,360,75000.0,1800000.0,472070.8639455782,138788834.0,414995.0,3.5,8.25,4.706632653061225,1383.75,4.75,12,60,15.183673469387756,4464,12,6000,701000,134227.89115646257,39463000,112000,0,899,661.3401360544218,194434,671.5
CAX_Train_75,75,278000,1169,2.1,65.0,28.94,360,181000.0,4.75,24,L6M,120000,670,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,223000,1903000,713287.1972318339,206140000,630000,600,8390,2914.0242214532873,842153,2602.0,0.0,101.18,28.083979238754324,8116.2699999999995,30.05,23.08,80.0,73.62484429065739,21277.579999999987,77.778,1.69,116.02,38.88823529411765,11238.7,38.97,300,360,359.3771626297578,103860,360,120000.0,1502000.0,537859.6875086505,155441449.69,500000.0,3.5,6.0,4.460207612456747,1289.0,4.25,6,60,16.110726643598618,4656,12,20000,525000,145678.20069204152,42101000,125000,0,897,677.8373702422145,195895,682.0
CAX_Train_76,76,1600000,3548,0.0,45.718999999999994,22.94,360,550000.0,5.25,12,M6J,58000,664,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,169,187000,2300000,627213.0177514793,105999000,484000,620,8661,2545.059171597633,430115,1823.0,0.0,55.52,19.32366863905325,3265.6999999999994,18.69,42.857,80.0,72.2782366863905,12215.021999999994,75.0,0.0,151.5,36.51639053254438,6171.27,37.23,300,360,358.93491124260356,60660,360,99950.0,1572000.0,465078.011775148,78598183.99000001,363000.0,3.5,7.0,4.603550295857988,778.0,4.5,6,36,14.627218934911243,2472,12,10000,1000000,151603.55029585797,25621000,113000,0,876,699.3254437869823,118186,715.0
CAX_Train_77,77,555000,2249,28.28,63.964,29.21,300,355000.0,4.25,12,L6Y,105000,744,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,165000,2440000,583262.5368731563,395452000,532500,447,8085,2573.5545722713864,1744870,2397.5,0.0,154.7,30.149041297935106,20441.050000000003,31.82,13.75,82.16,74.68706637168144,50637.83100000001,80.0,0.0,200.51,38.50200589970505,26104.360000000022,38.295,240,360,358.2300884955752,242880,360,50000.0,1400000.0,452069.8683775811,306503370.76,423511.5,3.5,10.0,4.523230088495575,3066.75,4.5,6,60,14.778761061946902,10020,12,11000,1100000,122523.59882005899,83071000,101000,0,872,663.598820058997,449920,680.0
